i	f_sup	f_swg	f_swg_id	traj_params	h_max
2186	[2.623534663171018, -1.66950810786535, 0.0020500000937317964, -1.6584073464102076]	[2.9059406104901497, -1.4967456092761489, 0.0020500000937317964, -1.4584073464102076]	Left	[-13.422400662115667, 3.589638510439601]	0.24
2187	[2.6507887079656802, -1.4651622807919045, 0.0020500000937317964, -1.4584073464102076]	[2.9059406104901497, -1.4967456092761489, 0.0020500000937317964, -1.4584073464102076]	Left	[-177.70933201592788, 13.061430194863453]	0.24
2188	[2.8652282624632806, -1.581848515913579, 0.0020500000937317964, -1.2584073464102077]	[2.6507887079656802, -1.4651622807919045, 0.0020500000937317964, -1.4584073464102076]	Right	[-107.86516853932518, 10.175979648061025]	0.24
2189	[2.601104157784007, -1.470769907138657, 0.0020500000937317964, -1.6584073464102076]	[2.9059406104901497, -1.4967456092761489, 0.0020500000937317964, -1.4584073464102076]	Left	[-198.9898182205622, 13.82136843773943]	0.24
2190	[2.7845872625320744, -1.667579333416998, 0.0020500000937317964, -1.8584073464102076]	[2.601104157784007, -1.470769907138657, 0.0020500000937317964, -1.6584073464102076]	Right	[-21.86250488449066, 4.581266712287229]	0.24
2191	[2.479890249005339, -1.6400161342578181, 0.0020500000937317964, -2.0584073464102075]	[2.7845872625320744, -1.667579333416998, 0.0020500000937317964, -1.8584073464102076]	Left	[-22.151922135626876, 4.611490567072842]	0.24
2192	[2.431667677476591, -1.8030332609505517, 0.0020500000937317964, -1.8584073464102076]	[2.7845872625320744, -1.667579333416998, 0.0020500000937317964, -1.8584073464102076]	Left	[-6.901129813417167, 2.5739239734072332]	0.24
2193	[2.6203395527589946, -2.0465551767557235, 0.0020500000937317964, -1.8584073464102076]	[2.431667677476591, -1.8030332609505517, 0.0020500000937317964, -1.8584073464102076]	Right	[-5.627198124267286, 2.3242440059719622]	0.24
2194	[2.8877036827532367, -1.636482647407509, 0.0020500000937317964, -1.8584073464102076]	[2.601104157784007, -1.470769907138657, 0.0020500000937317964, -1.6584073464102076]	Right	[-48.340740929897436, 6.812276513229739]	0.24
2195	[2.664992345215246, -1.508031644561914, 0.0020500000937317964, -1.8584073464102076]	[2.8877036827532367, -1.636482647407509, 0.0020500000937317964, -1.8584073464102076]	Left	[-175.49832849394386, 12.97992277920736]	0.24
2196	[2.828410981601551, -1.6606565091208731, 0.0020500000937317964, -1.6584073464102076]	[2.664992345215246, -1.508031644561914, 0.0020500000937317964, -1.8584073464102076]	Right	[-234.14634146341635, 14.992681141306237]	0.24
2197	[2.574119890386224, -1.6985516397911617, 0.0020500000937317964, -1.4584073464102076]	[2.828410981601551, -1.6606565091208731, 0.0020500000937317964, -1.6584073464102076]	Left	[-21.546078532892313, 4.547992457291087]	0.24
2198	[2.7795872427290202, -1.735742594622159, 0.0020500000937317964, -1.2584073464102077]	[2.574119890386224, -1.6985516397911617, 0.0020500000937317964, -1.4584073464102076]	Right	[-119.6757130240234, 10.718613926392836]	0.24
2199	[2.8834424441697686, -1.764274982073992, 0.0020500000937317964, -1.6584073464102076]	[2.574119890386224, -1.6985516397911617, 0.0020500000937317964, -1.4584073464102076]	Right	[-69.74083385941427, 8.182371325296701]	0.24
2200	[2.517311741269276, -1.7738698593260567, 0.0020500000937317964, -1.6584073464102076]	[2.828410981601551, -1.6606565091208731, 0.0020500000937317964, -1.6584073464102076]	Left	[-10.380677029394649, 3.156810090616612]	0.24
2201	[2.8074112255760832, -1.899736015241475, 0.0020500000937317964, -1.4584073464102076]	[2.517311741269276, -1.7738698593260567, 0.0020500000937317964, -1.6584073464102076]	Right	[-16.666666666666636, 3.9999999999999964]	0.24
2202	[2.559245063201518, -1.8678996232932548, 0.0020500000937317964, -1.8584073464102076]	[2.828410981601551, -1.6606565091208731, 0.0020500000937317964, -1.6584073464102076]	Left	[-6.823636376756002, 2.5594317575754513]	0.24
2203	[2.905203479441126, -1.437249725640341, 0.0020500000937317964, -1.6584073464102076]	[2.601104157784007, -1.470769907138657, 0.0020500000937317964, -1.6584073464102076]	Right	[-271.1631902123602, 16.1343317991129]	0.24
2204	[2.597604198446429, -1.5106164914920908, 0.0020500000937317964, -1.6584073464102076]	[2.905203479441126, -1.437249725640341, 0.0020500000937317964, -1.6584073464102076]	Left	[-599.9999999999978, 23.999999999999957]	0.24
2205	[2.5906042797712736, -1.590309660198958, 0.0020500000937317964, -1.4584073464102076]	[2.905203479441126, -1.437249725640341, 0.0020500000937317964, -1.6584073464102076]	Left	[-66.66666666666671, 8.000000000000004]	0.24
2206	[2.6972206593300134, -1.5193663898360354, 0.0020500000937317964, -1.4584073464102076]	[2.905203479441126, -1.437249725640341, 0.0020500000937317964, -1.6584073464102076]	Left	[-82.75862068965488, 8.913376232498473]	0.24
2207	[2.9026880116728098, -1.5565573446670327, 0.0020500000937317964, -1.6584073464102076]	[2.6972206593300134, -1.5193663898360354, 0.0020500000937317964, -1.4584073464102076]	Right	[-67.4127216850047, 8.044638762405961]	0.24
2208	[2.6536468594638496, -1.5346825988071708, 0.0020500000937317964, -1.8584073464102076]	[2.9026880116728098, -1.5565573446670327, 0.0020500000937317964, -1.6584073464102076]	Left	[-450.0149857752257, 20.78495576959972]	0.24
2209	[2.591588771340535, -1.6697706948722162, 0.0020500000937317964, -1.6584073464102076]	[2.9026880116728098, -1.5565573446670327, 0.0020500000937317964, -1.6584073464102076]	Left	[-28.41956092222432, 5.22329192036357]	0.24
2210	[2.9071741127502118, -1.5963049848123712, 0.0020500000937317964, -1.4584073464102076]	[2.6972206593300134, -1.5193663898360354, 0.0020500000937317964, -1.4584073464102076]	Right	[-37.94097660970832, 6.035175021929355]	0.24
2211	[2.7151650636396223, -1.6783569504173896, 0.0020500000937317964, -1.2584073464102077]	[2.9071741127502118, -1.5963049848123712, 0.0020500000937317964, -1.4584073464102076]	Left	[-37.50000000000005, 6.0000000000000036]	0.24
2212	[2.629254266508482, -1.8088151235469108, 0.0020500000937317964, -1.2584073464102077]	[2.9071741127502118, -1.5963049848123712, 0.0020500000937317964, -1.4584073464102076]	Left	[-10.859728506787338, 3.228829411182301]	0.24
2213	[2.684546443036908, -1.8528920473818316, 0.0020500000937317964, -1.2584073464102077]	[2.9071741127502118, -1.5963049848123712, 0.0020500000937317964, -1.4584073464102076]	Left	[-8.617594254937156, 2.876263285017502]	0.24
2214	[2.904006989310582, -1.7189627054538559, 0.0020500000937317964, -1.4584073464102076]	[2.684546443036908, -1.8528920473818316, 0.0020500000937317964, -1.2584073464102077]	Right	[-63.766414679380134, 7.8240499801704315]	0.24
2215	[2.6058996882205427, -1.752608463534372, 0.0020500000937317964, -1.4584073464102076]	[2.904006989310582, -1.7189627054538559, 0.0020500000937317964, -1.4584073464102076]	Left	[-59.105623922467686, 7.532688694322166]	0.24
2216	[2.6960645150495743, -1.5504583347809509, 0.0020500000937317964, -0.8584073464102078]	[2.8011984692446106, -1.2274307017906507, 0.0020500000937317964, -1.0584073464102077]	Left	[-20.751819763442782, 4.46337842591294]	0.24
2217	[2.8082063968593434, -1.374321460889753, 0.0020500000937317964, -0.8584073464102078]	[2.6960645150495743, -1.5504583347809509, 0.0020500000937317964, -0.8584073464102078]	Right	[-44.39099817964309, 6.528043983649113]	0.24
2218	[2.7105158799532667, -1.6436847154487657, 0.0020500000937317964, -0.8584073464102078]	[2.8082063968593434, -1.374321460889753, 0.0020500000937317964, -0.8584073464102078]	Left	[-107.86516853932591, 10.175979648061059]	0.24
2219	[2.8618763790148525, -1.5129559912760435, 0.0020500000937317964, -0.6584073464102078]	[2.7105158799532667, -1.6436847154487657, 0.0020500000937317964, -0.8584073464102078]	Right	[-43.43891402714933, 6.457658822364601]	0.24
2220	[2.8502402804943268, -1.7568096383909075, 0.0020500000937317964, -0.6584073464102078]	[2.8618763790148525, -1.5129559912760435, 0.0020500000937317964, -0.6584073464102078]	Left	[-29.70282665626997, 5.33991700216578]	0.24
2221	[2.646530010353326, -1.646094796679629, 0.0020500000937317964, -1.0584073464102077]	[2.8082063968593434, -1.374321460889753, 0.0020500000937317964, -0.8584073464102078]	Left	[-82.75862068965529, 8.913376232498496]	0.24
2222	[2.7914295155556017, -1.495748086066674, 0.0020500000937317964, -1.0584073464102077]	[2.646530010353326, -1.646094796679629, 0.0020500000937317964, -1.0584073464102077]	Right	[-63.88973037965222, 7.831611658175227]	0.24
2223	[2.646530010353326, -1.646094796679629, 0.0020500000937317964, -0.8584073464102078]	[2.7914295155556017, -1.495748086066674, 0.0020500000937317964, -1.0584073464102077]	Left	[0]	0
2224	[2.807183930596388, -1.6791147589832989, 0.0020500000937317964, -0.8584073464102078]	[2.8082063968593434, -1.374321460889753, 0.0020500000937317964, -0.8584073464102078]	Left	[-33.21799307958476, 5.64705882352941]	0.24
2225	[2.8487785729390867, -1.2120640582917297, 0.0020500000937317964, -1.2584073464102077]	[2.6293180266654126, -1.3459934002197054, 0.0020500000937317964, -1.2584073464102077]	Right	[-94.94999527923663, 9.547355417500029]	0.24
2226	[2.6539046562636863, -1.4221215661308666, 0.0020500000937317964, -1.2584073464102077]	[2.8487785729390867, -1.2120640582917297, 0.0020500000937317964, -1.2584073464102077]	Left	[-150.0, 12.0]	0.24
2227	[2.8733652025373604, -1.288192224202891, 0.0020500000937317964, -1.2584073464102077]	[2.6539046562636863, -1.4221215661308666, 0.0020500000937317964, -1.2584073464102077]	Right	[-150.0, 12.0]	0.24
2228	[2.643204496966621, -1.5516804584965294, 0.0020500000937317964, -1.4584073464102076]	[2.8733652025373604, -1.288192224202891, 0.0020500000937317964, -1.2584073464102077]	Left	[-56.80473372781079, 7.384615384615394]	0.24
2229	[2.911814702723297, -1.7025067074167897, 0.0020500000937317964, -1.4584073464102076]	[2.643204496966621, -1.5516804584965294, 0.0020500000937317964, -1.4584073464102076]	Right	[-5.544810717851445, 2.307166723307483]	0.24
2230	[2.6170247118662764, -1.3079293172641246, 0.0020500000937317964, -1.4584073464102076]	[2.8733652025373604, -1.288192224202891, 0.0020500000937317964, -1.2584073464102077]	Left	[-66.66666666666679, 8.000000000000007]	0.24
2231	[2.6170247118662764, -1.3079293172641246, 0.0020500000937317964, -1.2584073464102077]	[2.8733652025373604, -1.288192224202891, 0.0020500000937317964, -1.2584073464102077]	Left	[-66.66666666666679, 8.000000000000007]	0.24
2232	[2.6539046562636863, -1.4221215661308666, 0.0020500000937317964, -1.4584073464102076]	[2.8733652025373604, -1.288192224202891, 0.0020500000937317964, -1.2584073464102077]	Left	[0]	0
2233	[2.6416113414645497, -1.384057483175286, 0.0020500000937317964, -1.4584073464102076]	[2.8487785729390867, -1.2120640582917297, 0.0020500000937317964, -1.2584073464102077]	Left	[-599.9999999999948, 23.999999999999893]	0.24
2234	[2.833620390575139, -1.3020055175702674, 0.0020500000937317964, -1.6584073464102076]	[2.6416113414645497, -1.384057483175286, 0.0020500000937317964, -1.4584073464102076]	Right	[-115.39520359174912, 10.525179117149463]	0.24
2235	[2.639637407814338, -1.2247358443522274, 0.0020500000937317964, -1.6584073464102076]	[2.833620390575139, -1.3020055175702674, 0.0020500000937317964, -1.6584073464102076]	Left	[-37.814210965401145, 6.025084441465123]	0.24
2236	[2.883428621016931, -1.3063804667422396, 0.0020500000937317964, -1.6584073464102076]	[2.639637407814338, -1.2247358443522274, 0.0020500000937317964, -1.6584073464102076]	Right	[-384.0000000000014, 19.200000000000035]	0.24
2237	[2.6256375704640265, -1.384122181765962, 0.0020500000937317964, -1.4584073464102076]	[2.833620390575139, -1.3020055175702674, 0.0020500000937317964, -1.6584073464102076]	Left	[-3762.263422638741, 60.09802730317519]	0.24
2238	[2.526021109580442, -1.3753722834220172, 0.0020500000937317964, -1.6584073464102076]	[2.833620390575139, -1.3020055175702674, 0.0020500000937317964, -1.6584073464102076]	Left	[-71.4469945370076, 8.281854548078424]	0.24
2239	[2.830120431237561, -1.341852101923701, 0.0020500000937317964, -1.4584073464102076]	[2.526021109580442, -1.3753722834220172, 0.0020500000937317964, -1.6584073464102076]	Right	[-599.9999999999978, 23.999999999999957]	0.24
2240	[2.588426831945298, -1.4295116938754724, 0.0020500000937317964, -1.6584073464102076]	[2.830120431237561, -1.341852101923701, 0.0020500000937317964, -1.4584073464102076]	Left	[-140.64800745666057, 11.619900479711266]	0.24
2241	[2.759312444770302, -1.5765566588723303, 0.0020500000937317964, -1.8584073464102076]	[2.526021109580442, -1.3753722834220172, 0.0020500000937317964, -1.6584073464102076]	Right	[-11.866501854140921, 3.3751802588862247]	0.24
2242	[2.7095042143285095, -1.572181709700358, 0.0020500000937317964, -1.6584073464102076]	[2.526021109580442, -1.3753722834220172, 0.0020500000937317964, -1.6584073464102076]	Right	[-10.859728506787317, 3.2288294111822977]	0.24
2243	[2.4517131637756044, -1.6499234247240804, 0.0020500000937317964, -1.8584073464102076]	[2.7095042143285095, -1.572181709700358, 0.0020500000937317964, -1.6584073464102076]	Left	[-11.866501854140894, 3.3751802588862208]	0.24
2244	[2.8161205938872493, -1.5012384393374356, 0.0020500000937317964, -1.8584073464102076]	[2.526021109580442, -1.3753722834220172, 0.0020500000937317964, -1.6584073464102076]	Right	[-23.99999999999996, 4.799999999999996]	0.24
2245	[2.511423580360514, -1.4736752401782558, 0.0020500000937317964, -2.0584073464102075]	[2.8161205938872493, -1.5012384393374356, 0.0020500000937317964, -1.8584073464102076]	Left	[-97.19984296466383, 9.65980585964735]	0.24
2246	[2.576389525221465, -1.430322892971629, 0.0020500000937317964, -2.0584073464102075]	[2.8161205938872493, -1.5012384393374356, 0.0020500000937317964, -1.8584073464102076]	Left	[-172.76917432852724, 12.878602694212837]	0.24
2247	[2.5448579785735266, -1.2471677948518844, 0.0020500000937317964, -1.0584073464102077]	[2.8487785729390867, -1.2120640582917297, 0.0020500000937317964, -1.2584073464102077]	Left	[-56.80473372781075, 7.38461538461539]	0.24
2248	[2.5508762952509008, -1.2065412766335313, 0.0020500000937317964, -1.2584073464102077]	[2.841764676255419, -1.111757576576137, 0.0020500000937317964, -1.0584073464102077]	Left	[-66.94508431189665, 8.016687653851857]	0.24
2249	[2.8670902044155975, -1.2095016230289573, 0.0020500000937317964, -1.2584073464102077]	[2.5508762952509008, -1.2065412766335313, 0.0020500000937317964, -1.2584073464102077]	Right	[-94.16121052535073, 9.507616005305257]	0.24
2250	[2.8363569174177554, -1.1143414156400056, 0.0020500000937317964, -1.0584073464102077]	[2.5508762952509008, -1.2065412766335313, 0.0020500000937317964, -1.2584073464102077]	Right	[-26725.99841707687, 160.17789635400322]	0.24
2251	[2.8179169452190505, -1.0572452912066348, 0.0020500000937317964, -1.4584073464102076]	[2.5508762952509008, -1.2065412766335313, 0.0020500000937317964, -1.2584073464102077]	Right	[-271.16319021236103, 16.13433179911293]	0.24
2252	[2.625907896108461, -1.1392972568116533, 0.0020500000937317964, -1.2584073464102077]	[2.8179169452190505, -1.0572452912066348, 0.0020500000937317964, -1.4584073464102076]	Left	[-94.56731157460678, 9.528096300501087]	0.24
2253	[2.8715482274824797, -1.2491190561160825, 0.0020500000937317964, -1.2584073464102077]	[2.625907896108461, -1.1392972568116533, 0.0020500000937317964, -1.2584073464102077]	Right	[-24.18632168865805, 4.818596146297356]	0.24
2254	[2.5130804925129078, -1.031269589069143, 0.0020500000937317964, -1.6584073464102076]	[2.8179169452190505, -1.0572452912066348, 0.0020500000937317964, -1.4584073464102076]	Left	[-29.86125047765517, 5.354138628999903]	0.24
2255	[2.519809644129011, -1.0908910492871509, 0.0020500000937317964, -1.6584073464102076]	[2.8179169452190505, -1.0572452912066348, 0.0020500000937317964, -1.4584073464102076]	Left	[-66.94508431189675, 8.016687653851863]	0.24
2256	[2.7242925049025457, -1.0486209694448898, 0.0020500000937317964, -1.6584073464102076]	[2.519809644129011, -1.0908910492871509, 0.0020500000937317964, -1.6584073464102076]	Right	[-108.59833234855864, 10.210504348689946]	0.24
2257	[2.4254431222517936, -1.0223712744130555, 0.0020500000937317964, -1.8584073464102076]	[2.7242925049025457, -1.0486209694448898, 0.0020500000937317964, -1.6584073464102076]	Left	[-70.58823529411737, 8.231932086840407]	0.24
2258	[2.5661687838010403, -1.2517100809450659, 0.0020500000937317964, -1.8584073464102076]	[2.4254431222517936, -1.0223712744130555, 0.0020500000937317964, -1.8584073464102076]	Right	[-14.49093823394803, 3.729785611076072]	0.24
2259	[2.7487260301468983, -1.3418836551792561, 0.0020500000937317964, -1.6584073464102076]	[2.519809644129011, -1.0908910492871509, 0.0020500000937317964, -1.6584073464102076]	Right	[-11.187979135212812, 3.27726409826921]	0.24
2260	[2.455126586502513, -1.2558640836172714, 0.0020500000937317964, -1.6584073464102076]	[2.7487260301468983, -1.3418836551792561, 0.0020500000937317964, -1.6584073464102076]	Left	[-30.573248407643334, 5.417593420637765]	0.24
2261	[2.738226152134165, -1.461423408239557, 0.0020500000937317964, -1.8584073464102076]	[2.455126586502513, -1.2558640836172714, 0.0020500000937317964, -1.6584073464102076]	Right	[-66.66666666666671, 8.000000000000004]	0.24
